countryCode,id,name,code,startDate,endDate,year,clusterCode,cluster,requirements,funding,percentFunded
YEM,378,Yemen Humanitarian Response Plan 2012,CYEM12,2012-01-01,2012-12-31,2012,1091,COORDINATION AND SUPPORT SERVICES,5735632,3609783,63
YEM,378,Yemen Humanitarian Response Plan 2012,CYEM12,2012-01-01,2012-12-31,2012,1092,EARLY RECOVERY,48564387,5080012,10
YEM,378,Yemen Humanitarian Response Plan 2012,CYEM12,2012-01-01,2012-12-31,2012,1093,EDUCATION,18469195,4862166,26
YEM,378,Yemen Humanitarian Response Plan 2012,CYEM12,2012-01-01,2012-12-31,2012,1094,FOOD AND AGRICULTURE,200620910,144371175,72
YEM,378,Yemen Humanitarian Response Plan 2012,CYEM12,2012-01-01,2012-12-31,2012,1095,HEALTH,67226328,23038174,34
YEM,378,Yemen Humanitarian Response Plan 2012,CYEM12,2012-01-01,2012-12-31,2012,1096,LOGISTICS,1120758,1284008,115
YEM,378,Yemen Humanitarian Response Plan 2012,CYEM12,2012-01-01,2012-12-31,2012,1097,"MULTI-SECTOR : REFUGEES, ASYLUM SEEKERS & MIGRANTS",45484430,27773077,61
YEM,378,Yemen Humanitarian Response Plan 2012,CYEM12,2012-01-01,2012-12-31,2012,1098,NUTRITION,86677512,46838291,54
YEM,378,Yemen Humanitarian Response Plan 2012,CYEM12,2012-01-01,2012-12-31,2012,1099,PROTECTION,23975130,7150349,30
YEM,378,Yemen Humanitarian Response Plan 2012,CYEM12,2012-01-01,2012-12-31,2012,1100,SHELTER/NFI/CCCM,28983413,20458584,71
YEM,378,Yemen Humanitarian Response Plan 2012,CYEM12,2012-01-01,2012-12-31,2012,1101,"WATER, SANITATION AND HYGIENE",58745173,26568846,45
YEM,378,Yemen Humanitarian Response Plan 2012,CYEM12,2012-01-01,2012-12-31,2012,,Not specified,,15339981,
YEM,378,Yemen Humanitarian Response Plan 2012,CYEM12,2012-01-01,2012-12-31,2012,,Multiple clusters/sectors (shared),,0,
YEM,355,Yemen Humanitarian Response Plan 2011,CYEM11,2011-01-01,2011-12-31,2011,867,COORDINATION AND SUPPORT SERVICES,5111806,4665605,91
YEM,355,Yemen Humanitarian Response Plan 2011,CYEM11,2011-01-01,2011-12-31,2011,868,EARLY RECOVERY,11100270,721479,6
YEM,355,Yemen Humanitarian Response Plan 2011,CYEM11,2011-01-01,2011-12-31,2011,869,EDUCATION,4902335,1789645,37
YEM,355,Yemen Humanitarian Response Plan 2011,CYEM11,2011-01-01,2011-12-31,2011,870,FOOD AND AGRICULTURE,113952444,86932403,76
YEM,355,Yemen Humanitarian Response Plan 2011,CYEM11,2011-01-01,2011-12-31,2011,871,HEALTH,21530504,9709290,45
YEM,355,Yemen Humanitarian Response Plan 2011,CYEM11,2011-01-01,2011-12-31,2011,873,MULTI-SECTOR (Refugee response),47173062,8467508,18
YEM,355,Yemen Humanitarian Response Plan 2011,CYEM11,2011-01-01,2011-12-31,2011,874,NUTRITION,37140310,29082026,78
YEM,355,Yemen Humanitarian Response Plan 2011,CYEM11,2011-01-01,2011-12-31,2011,875,PROTECTION,15531734,5735833,37
YEM,355,Yemen Humanitarian Response Plan 2011,CYEM11,2011-01-01,2011-12-31,2011,876,SHELTER/NFI/CCCM,22616326,12836153,57
YEM,355,Yemen Humanitarian Response Plan 2011,CYEM11,2011-01-01,2011-12-31,2011,877,"WATER, SANITATION AND HYGIENE",13250909,12704910,96
YEM,355,Yemen Humanitarian Response Plan 2011,CYEM11,2011-01-01,2011-12-31,2011,,Not specified,,21744436,
YEM,355,Yemen Humanitarian Response Plan 2011,CYEM11,2011-01-01,2011-12-31,2011,,Multiple clusters/sectors (shared),,0,
YEM,314,Yemen Humanitarian Response Plan 2010,CYEM10,2010-01-01,2010-12-31,2010,629,COORDINATION AND SUPPORT SERVICES,2623680,4014692,153
YEM,314,Yemen Humanitarian Response Plan 2010,CYEM10,2010-01-01,2010-12-31,2010,621,EARLY RECOVERY,4390616,1234666,28
YEM,314,Yemen Humanitarian Response Plan 2010,CYEM10,2010-01-01,2010-12-31,2010,631,EDUCATION,3744536,702344,19
YEM,314,Yemen Humanitarian Response Plan 2010,CYEM10,2010-01-01,2010-12-31,2010,623,FOOD & AGRICULTURE,60885631,35488012,58
YEM,314,Yemen Humanitarian Response Plan 2010,CYEM10,2010-01-01,2010-12-31,2010,624,HEALTH,11617196,6456982,56
YEM,314,Yemen Humanitarian Response Plan 2010,CYEM10,2010-01-01,2010-12-31,2010,626,MULTI-SECTOR (Refugee response),34044638,24451874,72
YEM,314,Yemen Humanitarian Response Plan 2010,CYEM10,2010-01-01,2010-12-31,2010,625,NUTRITION,29848736,20841062,70
YEM,314,Yemen Humanitarian Response Plan 2010,CYEM10,2010-01-01,2010-12-31,2010,622,PROTECTION ,12077829,5643971,47
YEM,314,Yemen Humanitarian Response Plan 2010,CYEM10,2010-01-01,2010-12-31,2010,630,SECTOR NOT YET SPECIFIED ,1018211,24351838,2392
YEM,314,Yemen Humanitarian Response Plan 2010,CYEM10,2010-01-01,2010-12-31,2010,627,SHELTER/NFI/CCCM,18890192,14767830,78
YEM,314,Yemen Humanitarian Response Plan 2010,CYEM10,2010-01-01,2010-12-31,2010,628,"WATER, SANITATION AND HYGIENE",6980105,4333905,62
YEM,314,Yemen Humanitarian Response Plan 2010,CYEM10,2010-01-01,2010-12-31,2010,,Not specified,,-20913888,
YEM,314,Yemen Humanitarian Response Plan 2010,CYEM10,2010-01-01,2010-12-31,2010,,Multiple clusters/sectors (shared),,0,
YEM,317,Yemen Flash Appeal (Revised) (September - December 2009),FYEM09,2009-08-01,2009-12-31,2009,1766,AGRICULTURE,704007,,
YEM,317,Yemen Flash Appeal (Revised) (September - December 2009),FYEM09,2009-08-01,2009-12-31,2009,1765,COORDINATION AND SUPPORT SERVICES,125000,717893,574
YEM,317,Yemen Flash Appeal (Revised) (September - December 2009),FYEM09,2009-08-01,2009-12-31,2009,1764,EDUCATION AND PROTECTION,3773676,3038443,81
YEM,317,Yemen Flash Appeal (Revised) (September - December 2009),FYEM09,2009-08-01,2009-12-31,2009,1759,FOOD AID,4310000,4165574,97
YEM,317,Yemen Flash Appeal (Revised) (September - December 2009),FYEM09,2009-08-01,2009-12-31,2009,1760,HEALTH,2271500,1350611,59
YEM,317,Yemen Flash Appeal (Revised) (September - December 2009),FYEM09,2009-08-01,2009-12-31,2009,1761,NUTRITION,2120000,1459308,69
YEM,317,Yemen Flash Appeal (Revised) (September - December 2009),FYEM09,2009-08-01,2009-12-31,2009,1763,SHELTER / NFI / CAMP MANAGEMENT/CAMP COORDINATION,5522317,5724882,104
YEM,317,Yemen Flash Appeal (Revised) (September - December 2009),FYEM09,2009-08-01,2009-12-31,2009,1762,"WATER, SANITATION AND HYGIENE",3842000,3435801,89
YEM,317,Yemen Flash Appeal (Revised) (September - December 2009),FYEM09,2009-08-01,2009-12-31,2009,,Not specified,,-1,
YEM,317,Yemen Flash Appeal (Revised) (September - December 2009),FYEM09,2009-08-01,2009-12-31,2009,,Multiple clusters/sectors (shared),,0,
YEM,306,Yemen Floods Response Plan (November - April) 2008 [unrevised as of April 2008; appeal closed at 45% funding and unmet requirements reduced to zero] ,FYEM0809,2008-11-01,2009-04-30,2008,,Not specified,,5113261,
YEM,306,Yemen Floods Response Plan (November - April) 2008 [unrevised as of April 2008; appeal closed at 45% funding and unmet requirements reduced to zero] ,FYEM0809,2008-11-01,2009-04-30,2008,,Multiple clusters/sectors (shared),,0,
